PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,FamilySize,Embarked_C,Embarked_Q,Embarked_S
20,1,3,0,-0.5228339338320195,-0.6798499587889568,-0.5602529642066054,-0.8822588435457258,-0.7910074565416825,True,False,False
21,0,2,1,0.4849771708261207,-0.6798499587889568,-0.5602529642066054,0.3894624891038156,-0.7910074565416825,False,False,True
22,1,2,1,0.41404106603389074,-0.6798499587889568,-0.5602529642066054,-0.29490695142577483,-0.7910074565416825,False,False,True
23,1,3,0,-1.0606914093980682,-0.6798499587889568,-0.5602529642066054,-0.7770226204663158,-0.7910074565416825,False,True,False
24,1,1,1,-0.02292453344772779,-0.6798499587889568,-0.5602529642066054,0.6891828147320104,-0.7910074565416825,False,False,True
25,0,3,0,-1.7074662475772164,1.7188893156009506,1.7292056313127158,0.184264126595147,1.667511494976576,False,False,True
26,1,3,0,0.6949136991503555,1.3736364240316363,1.8468563386558896,0.5713950910429243,1.7684489969064414,False,False,True
27,0,3,1,-0.24974840517061503,-0.6798499587889568,-0.5602529642066054,-0.8822588435457258,-0.7910074565416825,True,False,False
28,0,1,1,-0.7244033676706482,1.7188893156009506,1.8468563386558896,1.7470618926866468,1.7298557099543845,False,False,True
29,1,3,0,-0.5228339338320195,-0.6798499587889568,-0.5602529642066054,-0.7958504077163578,-0.7910074565416825,False,True,False
30,0,3,1,-0.24974840517061503,-0.6798499587889568,-0.5602529642066054,-0.7937496823951081,-0.7910074565416825,False,False,True
31,0,1,1,0.8326312903935758,-0.6798499587889568,-0.5602529642066054,0.4516094744695418,-0.7910074565416825,True,False,False
32,1,1,0,0.4849771708261207,1.3736364240316363,-0.5602529642066054,1.7470618926866468,0.8366964277681603,True,False,False
33,1,3,0,-0.5228339338320195,-0.6798499587889568,-0.5602529642066054,-0.8123494711804629,-0.7910074565416825,False,True,False
34,0,2,1,1.7548257345908296,-0.6798499587889568,-0.5602529642066054,-0.508581748876937,-0.7910074565416825,False,False,True
35,0,1,1,-0.02292453344772779,1.3736364240316363,-0.5602529642066054,1.464330000797333,0.8366964277681603,True,False,False
36,0,1,1,0.9686840296972132,1.3736364240316363,-0.5602529642066054,1.0479694907503116,0.8366964277681603,False,False,True
37,1,3,1,-0.24974840517061503,-0.6798499587889568,-0.5602529642066054,-0.8816803183842716,-0.7910074565416825,True,False,False
38,0,3,1,-0.5626815400608274,-0.6798499587889568,-0.5602529642066054,-0.7744389665349906,-0.7910074565416825,False,False,True
39,0,3,0,-0.8067647113367012,1.6424127853564325,-0.5602529642066054,0.02877395262730231,1.3430273082716069,False,False,True
40,1,3,0,-1.1479041871041937,1.3736364240316363,-0.5602529642066054,-0.44024444791413486,0.8366964277681603,True,False,False
41,0,3,0,0.8326312903935758,1.3736364240316363,-0.5602529642066054,-0.6114356029782085,0.8366964277681603,False,False,True
42,0,2,0,-0.09785205548555771,1.3736364240316363,-0.5602529642066054,0.18076165551499218,0.8366964277681603,False,False,True
43,0,3,1,-0.24974840517061503,-0.6798499587889568,-0.5602529642066054,-0.7937496823951081,-0.7910074565416825,True,False,False
44,1,2,0,-1.9133050788986066,1.3736364240316363,1.8468563386558896,0.8389621153238396,1.5582148296311655,True,False,False
45,1,3,0,-0.7244033676706482,-0.6798499587889568,-0.5602529642066054,-0.7958504077163578,-0.7910074565416825,False,True,False
46,0,3,1,-0.24974840517061503,-0.6798499587889568,-0.5602529642066054,-0.7744389665349906,-0.7910074565416825,False,False,True
47,0,3,1,-0.24974840517061503,1.3736364240316363,-0.5602529642066054,-0.11955766867350957,0.8366964277681603,False,True,False
48,1,3,0,-0.5228339338320195,-0.6798499587889568,-0.5602529642066054,-0.8123494711804629,-0.7910074565416825,False,True,False
49,0,3,1,-0.24974840517061503,1.6424127853564325,-0.5602529642066054,0.21201220985380492,1.3430273082716069,True,False,False
50,0,3,0,-0.8067647113367012,1.3736364240316363,-0.5602529642066054,0.017718654948957392,0.8366964277681603,False,False,True
51,0,3,1,-1.8087779617724207,1.7188893156009506,1.7292056313127158,0.7950124479441173,1.7298557099543845,False,False,True
52,0,3,1,-0.5626815400608274,-0.6798499587889568,-0.5602529642066054,-0.8059328575660878,-0.7910074565416825,False,False,True
53,1,1,0,1.4330645494247114,1.3736364240316363,-0.5602529642066054,1.4029715225395143,0.8366964277681603,True,False,False
54,1,2,0,0.051361691030566835,1.3736364240316363,-0.5602529642066054,0.3894624891038156,0.8366964277681603,False,False,True
55,0,1,1,1.7548257345908296,-0.6798499587889568,1.7292056313127158,1.209542934450732,0.8366964277681603,True,False,False
56,1,1,1,0.8326312903935758,-0.6798499587889568,-0.5602529642066054,0.6891828147320104,-0.7910074565416825,False,False,True
57,1,2,0,-0.5626815400608274,-0.6798499587889568,-0.5602529642066054,-0.508581748876937,-0.7910074565416825,False,False,True
58,0,3,1,0.01429703071791075,-0.6798499587889568,-0.5602529642066054,-0.8816803183842716,-0.7910074565416825,True,False,False
59,1,2,0,-1.9133050788986066,1.3736364240316363,1.8468563386558896,0.4526284654702597,1.5582148296311655,False,False,True
60,0,3,1,-1.418867217801767,1.7188893156009506,1.8468563386558896,0.9519329279939817,1.7938385613535603,False,False,True
61,0,3,1,-0.48320642370279787,-0.6798499587889568,-0.5602529642066054,-0.8816803183842716,-0.7910074565416825,True,False,False
62,1,1,0,0.6949136991503555,-0.6798499587889568,-0.5602529642066054,1.4403962009317166,-0.7910074565416825,False,False,True
63,0,1,1,1.1698494219283255,1.3736364240316363,-0.5602529642066054,1.478381759099281,0.8366964277681603,False,False,True
64,0,3,1,-1.9133050788986066,1.7188893156009506,1.8468563386558896,0.4578451618132792,1.7298557099543845,False,False,True
65,0,1,1,0.8326312903935758,-0.6798499587889568,-0.5602529642066054,0.4516094744695418,-0.7910074565416825,True,False,False
66,1,3,1,-0.24974840517061503,1.3736364240316363,1.7292056313127158,-0.13600718893081518,1.3430273082716069,True,False,False
67,1,2,0,0.051361691030566835,-0.6798499587889568,-0.5602529642066054,-0.508581748876937,-0.7910074565416825,False,False,True
68,0,3,1,-0.7244033676706482,-0.6798499587889568,-0.5602529642066054,-0.7610910719580439,-0.7910074565416825,False,False,True
69,1,3,0,-0.8902140653136006,1.7188893156009506,1.8468563386558896,-0.7900648523349328,1.7684489969064414,False,False,True
70,0,3,1,-0.17344962638162092,1.6424127853564325,-0.5602529642066054,-0.7011496316564397,1.3430273082716069,False,False,True
71,0,2,1,0.27062919087282367,-0.6798499587889568,-0.5602529642066054,-0.508581748876937,-0.7910074565416825,False,False,True
72,0,3,0,-0.9748275408201823,1.7188893156009506,1.8468563386558896,0.9519329279939817,1.7938385613535603,False,False,True
73,0,2,1,-0.5626815400608274,-0.6798499587889568,-0.5602529642066054,1.3642869479580602,-0.7910074565416825,False,False,True
74,0,3,1,-0.17344962638162092,1.3736364240316363,-0.5602529642066054,-0.18910201309544222,0.8366964277681603,True,False,False
75,1,3,1,0.27062919087282367,-0.6798499587889568,-0.5602529642066054,1.124566263356787,-0.7910074565416825,False,False,True
76,0,3,1,-0.24974840517061503,-0.6798499587889568,-0.5602529642066054,-0.8253043229155469,-0.7910074565416825,False,False,True
77,0,3,1,-0.24974840517061503,-0.6798499587889568,-0.5602529642066054,-0.7937496823951081,-0.7910074565416825,False,False,True
78,0,3,1,-0.24974840517061503,-0.6798499587889568,-0.5602529642066054,-0.7744389665349906,-0.7910074565416825,False,False,True
79,1,2,1,-1.9133050788986066,-0.6798499587889568,1.8468563386558896,0.49521550084249966,1.3430273082716069,False,False,True
80,1,3,0,0.12503322139691256,-0.6798499587889568,-0.5602529642066054,-0.3361033117175764,-0.7910074565416825,False,False,True
81,0,3,1,-0.48320642370279787,-0.6798499587889568,-0.5602529642066054,-0.6629139457265515,-0.7910074565416825,False,False,True
82,1,3,1,0.051361691030566835,-0.6798499587889568,-0.5602529642066054,-0.6087975787372644,-0.7910074565416825,False,False,True
83,1,3,0,-0.5228339338320195,-0.6798499587889568,-0.5602529642066054,-0.8075332518482503,-0.7910074565416825,False,True,False
84,0,1,1,-0.02292453344772779,-0.6798499587889568,-0.5602529642066054,0.9559067177596747,-0.7910074565416825,False,False,True
85,1,2,0,-0.8902140653136006,-0.6798499587889568,-0.5602529642066054,-0.508581748876937,-0.7910074565416825,False,False,True
86,1,3,0,0.34259797319133145,1.7188893156009506,-0.5602529642066054,-0.09735846660333514,1.5582148296311655,False,False,True
87,0,3,1,-0.9748275408201823,1.3736364240316363,1.8468563386558896,0.6584677037140474,1.667511494976576,False,False,True
88,0,3,1,-0.24974840517061503,-0.6798499587889568,-0.5602529642066054,-0.7744389665349906,-0.7910074565416825,False,False,True
89,1,1,0,-0.40458812864573623,1.7188893156009506,1.8468563386558896,1.7470618926866468,1.7298557099543845,False,False,True
90,0,3,1,-0.3267822612313608,-0.6798499587889568,-0.5602529642066054,-0.7744389665349906,-0.7910074565416825,False,False,True
91,0,3,1,0.051361691030566835,-0.6798499587889568,-0.5602529642066054,-0.7744389665349906,-0.7910074565416825,False,False,True
92,0,3,1,-0.6430624402340417,-0.6798499587889568,-0.5602529642066054,-0.7990223003910729,-0.7910074565416825,False,False,True
93,0,1,1,1.2361703573530856,1.3736364240316363,-0.5602529642066054,1.197600073346916,0.8366964277681603,False,False,True
94,0,3,1,-0.17344962638162092,1.3736364240316363,1.8468563386558896,0.16066346067814524,1.5582148296311655,False,False,True
95,0,3,1,1.7548257345908296,-0.6798499587889568,-0.5602529642066054,-0.8788200108994082,-0.7910074565416825,False,False,True
96,0,3,1,-0.24974840517061503,-0.6798499587889568,-0.5602529642066054,-0.7744389665349906,-0.7910074565416825,False,False,True
97,0,1,1,1.7548257345908296,-0.6798499587889568,-0.5602529642066054,0.6661895360119184,-0.7910074565416825,True,False,False
98,1,1,1,-0.40458812864573623,-0.6798499587889568,1.7292056313127158,1.2296388308515447,0.8366964277681603,True,False,False
99,1,2,0,0.41404106603389074,-0.6798499587889568,1.7292056313127158,0.26994365415268723,0.8366964277681603,False,False,True
100,0,2,1,0.41404106603389074,1.3736364240316363,-0.5602529642066054,0.3894624891038156,0.8366964277681603,False,False,True
101,0,3,0,-0.02292453344772779,-0.6798499587889568,-0.5602529642066054,-0.7937496823951081,-0.7910074565416825,False,False,True
102,0,3,1,-0.24974840517061503,-0.6798499587889568,-0.5602529642066054,-0.7937496823951081,-0.7910074565416825,False,False,True
103,0,1,1,-0.5626815400608274,-0.6798499587889568,1.7292056313127158,1.4094806204688717,0.8366964277681603,False,False,True
104,0,3,1,0.34259797319133145,-0.6798499587889568,-0.5602529642066054,-0.7021083332333912,-0.7910074565416825,False,False,True
105,0,3,1,0.6253974997540847,1.6424127853564325,-0.5602529642066054,-0.7900648523349328,1.3430273082716069,False,False,True
106,0,3,1,-0.02292453344772779,-0.6798499587889568,-0.5602529642066054,-0.7937496823951081,-0.7910074565416825,False,False,True
107,1,3,0,-0.5626815400608274,-0.6798499587889568,-0.5602529642066054,-0.8253043229155469,-0.7910074565416825,False,False,True
108,1,3,1,-0.24974840517061503,-0.6798499587889568,-0.5602529642066054,-0.8091361472192804,-0.7910074565416825,False,False,True
109,0,3,1,0.6949136991503555,-0.6798499587889568,-0.5602529642066054,-0.7937496823951081,-0.7910074565416825,False,False,True
110,1,3,0,-0.5228339338320195,1.3736364240316363,-0.5602529642066054,0.3176023716976525,0.8366964277681603,False,True,False
111,0,1,1,1.302140522165295,-0.6798499587889568,-0.5602529642066054,1.0479694907503116,-0.7910074565416825,False,False,True
112,0,3,0,-1.1041224806910512,1.3736364240316363,-0.5602529642066054,-0.18910201309544222,0.8366964277681603,True,False,False
113,0,3,1,-0.48320642370279787,-0.6798499587889568,-0.5602529642066054,-0.7744389665349906,-0.7910074565416825,False,False,True
114,0,3,0,-0.6430624402340417,1.3736364240316363,-0.5602529642066054,-0.5751176824222796,0.8366964277681603,False,False,True
115,0,3,0,-0.8902140653136006,-0.6798499587889568,-0.5602529642066054,-0.1888193821209553,-0.7910074565416825,True,False,False
116,0,3,1,-0.5626815400608274,-0.6798499587889568,-0.5602529642066054,-0.7900648523349328,-0.7910074565416825,False,False,True
117,0,3,1,1.7548257345908296,-0.6798499587889568,-0.5602529642066054,-0.8123494711804629,-0.7910074565416825,False,True,False
118,0,2,1,0.051361691030566835,1.3736364240316363,-0.5602529642066054,0.18076165551499218,0.8366964277681603,False,False,True
119,0,1,1,-0.3267822612313608,-0.6798499587889568,1.7292056313127158,1.7470618926866468,0.8366964277681603,True,False,False
120,0,3,0,-1.9133050788986066,1.7188893156009506,1.8468563386558896,0.5679458144351708,1.7684489969064414,False,False,True
121,0,2,1,-0.5626815400608274,1.6424127853564325,-0.5602529642066054,1.3642869479580602,1.3430273082716069,False,False,True
122,0,3,1,-0.24974840517061503,-0.6798499587889568,-0.5602529642066054,-0.7744389665349906,-0.7910074565416825,False,False,True
123,0,2,1,0.3066805106078063,1.3736364240316363,-0.5602529642066054,0.530176228150115,0.8366964277681603,True,False,False
124,1,2,0,0.3066805106078063,-0.6798499587889568,-0.5602529642066054,-0.29490695142577483,-0.7910074565416825,False,False,True
125,0,1,1,1.7548257345908296,-0.6798499587889568,1.7292056313127158,1.4094806204688717,0.8366964277681603,False,False,True
126,1,3,1,-1.326848668973347,1.3736364240316363,-0.5602529642066054,-0.44024444791413486,0.8366964277681603,True,False,False
127,0,3,1,-0.24974840517061503,-0.6798499587889568,-0.5602529642066054,-0.8123494711804629,-0.7910074565416825,False,True,False
128,1,3,1,-0.3267822612313608,-0.6798499587889568,-0.5602529642066054,-0.8822588435457258,-0.7910074565416825,False,False,True
129,1,3,0,-0.5228339338320195,1.3736364240316363,1.7292056313127158,0.24224744376372973,1.3430273082716069,True,False,False
130,0,3,1,1.1698494219283255,-0.6798499587889568,-0.5602529642066054,-0.8822588435457258,-0.7910074565416825,False,False,True
131,0,3,1,0.34259797319133145,-0.6798499587889568,-0.5602529642066054,-0.7937496823951081,-0.7910074565416825,True,False,False
132,0,3,1,-0.6430624402340417,-0.6798499587889568,-0.5602529642066054,-0.8822588435457258,-0.7910074565416825,False,False,True
133,0,3,0,1.302140522165295,1.3736364240316363,-0.5602529642066054,-0.1859494845016523,0.8366964277681603,False,False,True
134,1,2,0,0.051361691030566835,1.3736364240316363,-0.5602529642066054,0.3894624891038156,0.8366964277681603,False,False,True
135,0,2,1,-0.24974840517061503,-0.6798499587889568,-0.5602529642066054,-0.29490695142577483,-0.7910074565416825,False,False,True
136,0,2,1,-0.40458812864573623,-0.6798499587889568,-0.5602529642066054,-0.14914924318944617,-0.7910074565416825,True,False,False
137,1,1,0,-0.7244033676706482,-0.6798499587889568,1.8468563386558896,0.3999879914008249,1.3430273082716069,False,False,True
138,0,1,1,0.6253974997540847,1.3736364240316363,-0.5602529642066054,1.0673524254551596,0.8366964277681603,False,False,True
139,0,3,1,-0.9748275408201823,-0.6798499587889568,-0.5602529642066054,-0.6391032500330405,-0.7910074565416825,False,False,True
140,0,1,1,-0.3267822612313608,-0.6798499587889568,-0.5602529642066054,1.431397844298052,-0.7910074565416825,True,False,False
141,0,3,0,-0.5228339338320195,-0.6798499587889568,1.8468563386558896,-0.13600718893081518,1.3430273082716069,True,False,False
142,1,3,0,-0.48320642370279787,-0.6798499587889568,-0.5602529642066054,-0.8123494711804629,-0.7910074565416825,False,False,True
143,1,3,0,-0.3267822612313608,1.3736364240316363,-0.5602529642066054,-0.09735846660333514,0.8366964277681603,False,False,True
144,0,3,1,-0.7244033676706482,-0.6798499587889568,-0.5602529642066054,-0.8822588435457258,-0.7910074565416825,False,True,False
145,0,2,1,-0.8067647113367012,-0.6798499587889568,-0.5602529642066054,-0.4175071151092745,-0.7910074565416825,False,False,True
146,0,2,1,-0.7244033676706482,1.3736364240316363,1.7292056313127158,0.722114713420121,1.3430273082716069,False,False,True
147,1,3,1,-0.09785205548555771,-0.6798499587889568,-0.5602529642066054,-0.8064703115048817,-0.7910074565416825,False,False,True
148,0,3,0,-1.6089278400232672,1.6424127853564325,1.8468563386558896,0.6584677037140474,1.667511494976576,False,False,True
149,0,2,1,0.5904687935288323,-0.6798499587889568,1.8468563386558896,0.3894624891038156,1.3430273082716069,False,False,True
150,0,2,1,0.9686840296972132,-0.6798499587889568,-0.5602529642066054,-0.29490695142577483,-0.7910074565416825,False,False,True
151,0,2,1,1.5626895122450792,-0.6798499587889568,-0.5602529642066054,-0.3321045657344954,-0.7910074565416825,False,False,True
152,1,1,0,-0.48320642370279787,1.3736364240316363,-0.5602529642066054,1.275071823249132,0.8366964277681603,False,False,True
153,0,3,1,1.7548257345908296,-0.6798499587889568,-0.5602529642066054,-0.7744389665349906,-0.7910074565416825,False,False,True
154,0,3,1,0.8667966178538477,-0.6798499587889568,1.8468563386558896,-0.1859494845016523,1.3430273082716069,False,False,True
155,0,3,1,-0.24974840517061503,-0.6798499587889568,-0.5602529642066054,-0.8702727371110002,-0.7910074565416825,False,False,True
156,0,1,1,1.5626895122450792,-0.6798499587889568,1.7292056313127158,1.200648563203139,0.8366964277681603,True,False,False
157,1,3,0,-0.9748275408201823,-0.6798499587889568,-0.5602529642066054,-0.8145015916428835,-0.7910074565416825,False,True,False
158,0,3,1,0.12503322139691256,-0.6798499587889568,-0.5602529642066054,-0.7744389665349906,-0.7910074565416825,False,False,True
159,0,3,1,-0.24974840517061503,-0.6798499587889568,-0.5602529642066054,-0.7011496316564397,-0.7910074565416825,False,False,True
160,0,3,1,-0.24974840517061503,1.7188893156009506,1.8468563386558896,1.3143846624772113,1.8331352020795837,False,False,True
161,0,3,1,1.1031681626763734,-0.6798499587889568,1.7292056313127158,-0.08180959740030973,0.8366964277681603,False,False,True
162,1,2,0,0.8326312903935758,-0.6798499587889568,-0.5602529642066054,-0.1036490631317367,-0.7910074565416825,False,False,True
163,0,3,1,-0.17344962638162092,-0.6798499587889568,-0.5602529642066054,-0.8091361472192804,-0.7910074565416825,False,False,True
164,0,3,1,-0.8902140653136006,-0.6798499587889568,-0.5602529642066054,-0.7011496316564397,-0.7910074565416825,False,False,True
165,0,3,1,-1.9133050788986066,1.7188893156009506,1.7292056313127158,0.7950124479441173,1.7298557099543845,False,False,True
166,1,3,1,-1.6089278400232672,-0.6798499587889568,1.8468563386558896,0.15827043093030468,1.3430273082716069,False,False,True
167,1,1,0,0.4849771708261207,-0.6798499587889568,1.7292056313127158,1.099834325807622,0.8366964277681603,False,False,True
168,0,3,0,1.1698494219283255,1.3736364240316363,1.8468563386558896,0.4578451618132792,1.7298557099543845,False,False,True
169,0,1,1,0.8326312903935758,-0.6798499587889568,-0.5602529642066054,0.3866556944978805,-0.7910074565416825,False,False,True
170,0,3,1,-0.02292453344772779,-0.6798499587889568,-0.5602529642066054,1.124566263356787,-0.7910074565416825,False,False,True
171,0,1,1,1.7548257345908296,-0.6798499587889568,-0.5602529642066054,0.6338273217050017,-0.7910074565416825,False,False,True
172,0,3,1,-1.9133050788986066,1.7188893156009506,1.7292056313127158,0.49936669405602246,1.7298557099543845,False,True,False
173,1,3,0,-1.9133050788986066,1.3736364240316363,1.7292056313127158,-0.4499439306697041,1.3430273082716069,False,False,True
174,0,3,1,-0.5626815400608274,-0.6798499587889568,-0.5602529642066054,-0.7900648523349328,-0.7910074565416825,False,False,True
175,0,1,1,1.7548257345908296,-0.6798499587889568,-0.5602529642066054,0.5499759558670488,-0.7910074565416825,True,False,False
176,0,3,1,-0.8067647113367012,1.3736364240316363,1.7292056313127158,-0.7990223003910729,1.3430273082716069,False,False,True
177,0,3,1,-0.24974840517061503,1.7188893156009506,1.7292056313127158,0.3693156710663103,1.667511494976576,False,False,True
178,0,1,0,1.4980354010482642,-0.6798499587889568,-0.5602529642066054,0.48559525590413477,-0.7910074565416825,True,False,False
179,0,2,1,0.12503322139691256,-0.6798499587889568,-0.5602529642066054,-0.29490695142577483,-0.7910074565416825,False,False,True
180,0,3,1,0.5554238241525854,-0.6798499587889568,-0.5602529642066054,-0.8822588435457258,-0.7910074565416825,False,False,True
181,0,3,0,-0.5228339338320195,1.7188893156009506,1.8468563386558896,1.3143846624772113,1.8331352020795837,False,False,True
182,0,2,1,0.12503322139691256,-0.6798499587889568,-0.5602529642066054,-0.1488714153198066,-0.7910074565416825,True,False,False
183,0,3,1,-1.6089278400232672,1.7188893156009506,1.8468563386558896,0.5713950910429243,1.7684489969064414,False,False,True
184,1,2,1,-1.9133050788986066,1.6424127853564325,1.7292056313127158,0.7784812836829662,1.5582148296311655,False,False,True
185,1,3,0,-1.9133050788986066,-0.6798499587889568,1.8468563386558896,0.22753043535924497,1.3430273082716069,False,False,True
186,0,1,1,0.8326312903935758,-0.6798499587889568,-0.5602529642066054,1.0115692353929522,-0.7910074565416825,False,False,True
187,1,3,0,-0.5228339338320195,1.3736364240316363,-0.5602529642066054,-0.11955766867350957,0.8366964277681603,False,True,False
188,1,1,1,1.1698494219283255,-0.6798499587889568,-0.5602529642066054,0.4097876829708136,-0.7910074565416825,False,False,True
189,0,3,1,0.8326312903935758,1.3736364240316363,1.7292056313127158,-0.11955766867350957,1.3430273082716069,False,True,False
190,0,3,1,0.5554238241525854,-0.6798499587889568,-0.5602529642066054,-0.7937496823951081,-0.7910074565416825,False,False,True
191,1,2,0,0.27062919087282367,-0.6798499587889568,-0.5602529642066054,-0.29490695142577483,-0.7910074565416825,False,False,True
192,0,2,1,-0.7244033676706482,-0.6798499587889568,-0.5602529642066054,-0.29490695142577483,-0.7910074565416825,False,False,True
193,1,3,0,-0.7244033676706482,1.3736364240316363,-0.5602529642066054,-0.7990223003910729,0.8366964277681603,False,False,True
194,1,2,1,-1.9133050788986066,1.3736364240316363,1.7292056313127158,0.3894624891038156,1.3430273082716069,False,False,True
195,1,1,0,1.1031681626763734,-0.6798499587889568,-0.5602529642066054,0.4516094744695418,-0.7910074565416825,True,False,False
196,1,1,0,1.7548257345908296,-0.6798499587889568,-0.5602529642066054,1.7470618926866468,-0.7910074565416825,True,False,False
197,0,3,1,-0.24974840517061503,-0.6798499587889568,-0.5602529642066054,-0.8123494711804629,-0.7910074565416825,False,True,False
198,0,3,1,0.9686840296972132,-0.6798499587889568,1.7292056313127158,-0.7314167407138507,0.8366964277681603,False,False,True
199,1,3,0,-0.5228339338320195,-0.6798499587889568,-0.5602529642066054,-0.8123494711804629,-0.7910074565416825,False,True,False
200,0,2,0,-0.3267822612313608,-0.6798499587889568,-0.5602529642066054,-0.29490695142577483,-0.7910074565416825,False,False,True
201,0,3,1,-0.02292453344772779,-0.6798499587889568,-0.5602529642066054,-0.6087975787372644,-0.7910074565416825,False,False,True
202,0,3,1,-0.24974840517061503,1.7188893156009506,1.8468563386558896,1.3143846624772113,1.8331352020795837,False,False,True
203,0,3,1,0.41404106603389074,-0.6798499587889568,-0.5602529642066054,-0.8822588435457258,-0.7910074565416825,False,False,True
204,0,3,1,1.2030543222117143,-0.6798499587889568,-0.5602529642066054,-0.8822588435457258,-0.7910074565416825,True,False,False
205,1,3,1,-0.8067647113367012,-0.6798499587889568,-0.5602529642066054,-0.7744389665349906,-0.7910074565416825,False,False,True
206,0,3,0,-1.9133050788986066,-0.6798499587889568,1.7292056313127158,-0.5121644314964972,0.8366964277681603,False,False,True
207,0,3,1,0.27062919087282367,1.3736364240316363,-0.5602529642066054,-0.09735846660333514,0.8366964277681603,False,False,True
208,1,3,1,-0.17344962638162092,-0.6798499587889568,-0.5602529642066054,0.07109533676794128,-0.7910074565416825,True,False,False
209,1,3,0,-0.9748275408201823,-0.6798499587889568,-0.5602529642066054,-0.8123494711804629,-0.7910074565416825,False,True,False
210,1,1,1,0.8326312903935758,-0.6798499587889568,-0.5602529642066054,0.5594583804125576,-0.7910074565416825,True,False,False
211,0,3,1,-0.3267822612313608,-0.6798499587889568,-0.5602529642066054,-0.8822588435457258,-0.7910074565416825,False,False,True
212,1,2,0,0.4849771708261207,-0.6798499587889568,-0.5602529642066054,0.18076165551499218,-0.7910074565416825,False,False,True
213,0,3,1,-0.48320642370279787,-0.6798499587889568,-0.5602529642066054,-0.8788200108994082,-0.7910074565416825,False,False,True
214,0,2,1,0.12503322139691256,-0.6798499587889568,-0.5602529642066054,-0.29490695142577483,-0.7910074565416825,False,False,True
215,0,3,1,-0.24974840517061503,1.3736364240316363,-0.5602529642066054,-0.8123494711804629,0.8366964277681603,False,True,False
216,1,1,0,0.19811473762222268,1.3736364240316363,-0.5602529642066054,1.7470618926866468,0.8366964277681603,True,False,False
217,1,3,0,-0.09785205548555771,-0.6798499587889568,-0.5602529642066054,-0.7900648523349328,-0.7910074565416825,False,False,True
218,0,2,1,0.9686840296972132,1.3736364240316363,-0.5602529642066054,0.4260888138266195,0.8366964277681603,False,False,True
219,1,1,0,0.27062919087282367,-0.6798499587889568,-0.5602529642066054,1.3978348344961509,-0.7910074565416825,True,False,False
220,0,2,1,0.12503322139691256,-0.6798499587889568,-0.5602529642066054,-0.508581748876937,-0.7910074565416825,False,False,True
221,1,3,1,-0.9748275408201823,-0.6798499587889568,-0.5602529642066054,-0.7744389665349906,-0.7910074565416825,False,False,True
222,0,2,1,-0.09785205548555771,-0.6798499587889568,-0.5602529642066054,-0.29490695142577483,-0.7910074565416825,False,False,True
223,0,3,1,1.5626895122450792,-0.6798499587889568,-0.5602529642066054,-0.7744389665349906,-0.7910074565416825,False,False,True
